id_pedido,nombre_pedido,fecha_pedido,id_cliente,id_vendedor,monto_total,base_imponible,monto_impuestos,estado_pedido,estado_factura,id_lista_precios,id_plazo_pago,fecha_creacion,note_new,productos,impuestos
264419,SO264591,2025-06-26 18:10:08,3566,33,3884005.0,3263870.0,620135.0,draft,no,"[37, '5-FORANEO (CLP)']","[6, '27 DIAS CREDITO']",2025-06-26 18:14:52,<p>07/07/25 despacho pedido 2 de 2 de café sello rojo 600g </p>,"CAFE SELLO ROJO 600 gr X 10 UND (SKU: CAFE008) x300.0, $7295.40 | CHOCOLATE JET 11 gr X 24 Unidades (SKU: CHOC005) x10.0, $6117.00 | CHOCOLATE JET 25 gr X 16 Unidades (SKU: CHOC045) x10.0, $8510.00 | CASABE LA CRIOLLA NATURAL 220 GR X 25 UND (SKU: SNAC002) x120.0, $2133.00 | DIABLITOS UNDERWOOD 115 GR X 12 UND (SKU: ENLA003) x240.0, $2641.00 | PLATANO MADURITOS DON VILLA 135 GR X 20 (SKU: SNAC014) x20.0, $1959.00",IVA 19% Venta
264414,SO264586,2025-06-26 18:09:19,2752,57,8124.0,6827.0,1297.0,done,invoiced,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-26 18:09:17,<p><br></p>,"GALLETA MARIA PUIG 1 PAQUETE X 168 GR ( 24 DISPLAY ) (SKU: GALL005) x1.0, $1566.00 | MAYO KRAFT DELI 1 KG X 10 UNID (BOLSA) (SKU: SALS031) x1.0, $2993.00 | GALLETA MARILU CHOCOLATE 1 PAQ X 216 GR ( 24 DISPLAY ) (SKU: GALL006) x1.0, $2268.00",IVA 19% Venta
264411,SO264583,2025-06-26 18:06:45,768,57,14741.0,12387.0,2354.0,done,invoiced,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-26 18:06:43,<p><br></p>,"SALSA MAIZ FRITZ 200gr x 12 UND (SKU: SALS009) x1.0, $1932.00 | ALUFOIL S. ECONÓMICO 50X4 MTS (SKU: ASEO013) x4.0, $822.00 | COCOSETTE MINI (12 X 16 X 25 GR) (SKU: GALL030) x1.0, $4294.00 | PANELA LA CRIOLLA 454 gr X 4 (SKU: AZUC001) x1.0, $1209.00 | GALLETA SALTINAS MANTEQUILLA 3 TACOS X 24 UNID (SKU: GALL042) x1.0, $1664.00",IVA 19% Venta
264408,SO264580,2025-06-26 17:54:20,11622,32,142051.0,117174.0,24877.0,draft,no,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-26 18:04:15,<p><br></p>,"CAFE SELLO ROJO 212 gr X 20 UND (SKU: CAFE009) x10.0, $3770.00 | DIABLITOS UNDERWOOD 115 GR X 12 UND (SKU: ENLA003) x6.0, $2515.00 | DIABLITOS PLUMROSE 115 GR X 12 UND (SKU: ENLA001) x6.0, $2291.00 | JUGO PERA 330 ML X 24 DEL MONTE (SKU: BEBI045) x6.0, $605.00 | JUGO MANZANA 330 ML X 24 DEL MONTE (SKU: BEBI044) x6.0, $605.00 | JUGO DURAZNO 330 ML X 24 DEL MONTE (SKU: BEBI043) x6.0, $605.00 | JUGO PIÑA 330 ML X 24 DEL MONTE (SKU: BEBI056) x6.0, $605.00 | COCOSETTE MAXI 8 PACK (8 X 12 X 46gr) (SKU: GALL001) x3.0, $3285.00 | PIRULIN SACHET 24 UNIDADES X 24 gr (SKU: CHOC015) x1.0, $10968.00 | GALLETA MARIA PUIG 1 PAQUETE X 168 GR ( 24 DISPLAY ) (SKU: GALL005) x3.0, $1566.00 | BOCADILLO GUAYABA BOMBONERA 100 UNIDADES X 6 (SKU: GOLO001) x1.0, $10597.00","Bebidas analcohólicas elevado contenido de azúcar 18%, IVA 19% Venta"
264384,SO264556,2025-06-26 17:15:17,2356,51,3294075.0,2768130.0,525945.0,draft,no,"[35, '3-GENERAL (CLP)']","[6, '27 DIAS CREDITO']",2025-06-26 17:16:00,"<p>15/07/25 Despachar
Pedido 4/4
Facturar harina 1046

RETIRAR CHEQUE</p>","HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x3000.0, $922.71",IVA 19% Venta
264321,SO264493,2025-06-26 17:14:58,967,19,1627989.0,1368058.0,259931.0,done,invoiced,"[43, '10-TOTTUS (CLP)']","[21, '45 DIAS CREDITO (TOTTUS)']",2025-06-26 15:23:42,<p>01/07/2025 ENTREGAR</p>,"GALLETA MARILU CHOCOLATE 1 PAQ X 216 GR ( 24 DISPLAY ) (SKU: GALL006) x336.0, $1823.50 | GALLETA MARIA PUIG 1 PAQUETE X 168 GR ( 24 DISPLAY ) (SKU: GALL005) x240.0, $1188.42 | DIABLITOS UNDERWOOD 115 GR X 12 UND (SKU: ENLA003) x84.0, $2286.42 | YUCA CON SAL 180 gr X 10 UND (SKU: SNAC038) x30.0, $3423.70 | YUCA CON CREMA CEBOLLA 180 gr X 10 UND (SKU: SNAC040) x30.0, $3423.70 | CAFE SELLO ROJO 212 gr X 20 UND (SKU: CAFE009) x20.0, $3633.00",IVA 19% Venta
264374,SO264546,2025-06-26 17:00:31,1244,51,3294075.0,2768130.0,525945.0,draft,no,"[35, '3-GENERAL (CLP)']","[6, '27 DIAS CREDITO']",2025-06-26 17:01:18,"<p>15/07/25 despachar 
Facturar harina 1046
Pedido 4/4

RETIRAR CHEQUE</p>","HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x3000.0, $922.71",IVA 19% Venta
264370,SO264542,2025-06-26 16:52:32,11311,51,4283762.0,3599800.0,683962.0,draft,no,"[35, '3-GENERAL (CLP)']","[6, '27 DIAS CREDITO']",2025-06-26 16:53:28,"<p>15/07/25
Pedido 2/2
Facturar harina 1046

RETIRAR CHEQUE</p>","HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x4000.0, $899.95",IVA 19% Venta
264329,SO264501,2025-06-26 15:42:22,4169,57,4323.0,3633.0,690.0,done,invoiced,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-26 15:38:04,<p><br></p>,"MIX ISELITAS 220 gr X 10 UND (SKU: SNAC043) x1.0, $3633.00",IVA 19% Venta
264313,SO264485,2025-06-26 14:59:14,19361,19,369629.0,307879.0,61750.0,done,invoiced,"[35, '3-GENERAL (CLP)']","[2, '5 DIAS CREDITO']",2025-06-26 13:58:17,"<p>27/06/2025 RETIRA CLIENTE
HORA APROX: 1pm aprox
RETIRA: Oscar J. Torres C.
Rut 26.536.113-7
VEHÍCULO: JAC JS2 RPGS41 
2% RETIRO </p>","HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x60.0, $1015.06 | CAFE SELLO ROJO 425 gr X 10 UND (SKU: CAFE010) x5.0, $5948.00 | CAFE PEÑON 200 gr X 20 UND (SKU: CAFE005) x10.0, $3267.00 | DIABLITOS UNDERWOOD 115 GR X 12 UND (SKU: ENLA003) x12.0, $2515.00 | CASABE LA CRIOLLA NATURAL 220 GR X 25 UND (SKU: SNAC002) x10.0, $2031.00 | PIRULIN 300gr X 24 UND (SKU: CHOC024) x6.0, $4602.00 | CHOCOLATE JET 11 gr X 24 Unidades (SKU: CHOC005) x1.0, $5826.00 | CHOCOLATE JET 25 gr X 16 Unidades (SKU: CHOC045) x1.0, $8105.00 | FLIPS CHOCOLATE 220 GR X 24 UND (SKU: SNAC004) x24.0, $1704.00 | GALLETA MARIA PUIG 1 PAQUETE X 168 GR ( 24 DISPLAY ) (SKU: GALL005) x3.0, $1566.00 | SALSA MAIZ FRITZ 200gr x 12 UND (SKU: SALS009) x6.0, $1932.00 | DALVITO CHEDDAR 200 GR X 12 UND (SKU: UNTA003) x6.0, $2879.00 | MALTA REGIONAL BOTELLA 250 ML X 24 UND (SKU: BEBI021) x24.0, $753.00","Bebidas analcohólicas elevado contenido de azúcar 18%, IVA 19% Venta"
264276,SO264448,2025-06-26 14:20:59,2599,48,45446.0,37074.0,8372.0,done,invoiced,"[35, '3-GENERAL (CLP)']","[13, '15 DIAS CREDITO']",2025-06-25 20:37:51,<p><br></p>,"PIRULIN SACHET 24 UNIDADES X 24 gr (SKU: CHOC015) x1.0, $10968.00 | PANELADA X 64 X 29 gr (SKU: BPOL010) x10.0, $515.00 | BUBBALOO FRESA 47 UNIDADES (SKU: GOLO023) x1.0, $3138.00 | FLIPS CHOCOLATE 120 GR X 14 UND (SKU: SNAC003) x14.0, $950.00 | MALTA REGIONAL BOTELLA 250 ML X 24 UND (SKU: BEBI021) x6.0, $753.00","Agua Mineral y Bebidas analcohólicas 10%, Bebidas analcohólicas elevado contenido de azúcar 18%, IVA 19% Venta"
264060,SO264232,2025-06-26 14:18:05,20505,34,231758.0,194755.0,37003.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-24 19:19:07,<p><br></p>,"DALVITO CHEDDAR 200 GR X 12 UND (SKU: UNTA003) x12.0, $3023.00 | CASABE LA CRIOLLA NATURAL 220 GR X 25 UND (SKU: SNAC002) x25.0, $2133.00 | FLIPS CHOCOLATE 220 GR X 24 UND (SKU: SNAC004) x10.0, $1789.00 | SALSA TOCINETA FRITZ 145gr x 12 UNID (SKU: SALS047) x6.0, $1115.00 | SALSA MAIZ FRITZ 145gr x 12 UNID (SKU: SALS045) x6.0, $1115.00 | SALSA QUESO FRITZ 145gr x 12 UNID (SKU: SALS046) x6.0, $1115.00 | HONY BRAN 28gr X 9 X 20 DISPLAY (SKU: GALL012) x0.0, $3602.00 | KRAKER BRAN 26gr X 9 X 20 DISPLAY (SKU: GALL013) x1.0, $3782.00 | PLATANO CON SAL DON VILLA 135 GR X 20 (SKU: SNAC013) x10.0, $1959.00 | PAPAS HILO 200 gr X 50 (SKU: SNAC028) x10.0, $1213.00 | DIABLITOS UNDERWOOD 115 GR X 12 UND (SKU: ENLA003) x12.0, $2641.00",IVA 19% Venta
264128,SO264300,2025-06-26 14:17:36,3986,34,26008.0,18984.0,7024.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-25 13:54:00,<p><br></p>,"MALTA REGIONAL BOTELLA 250 ML X 24 UND (SKU: BEBI021) x24.0, $791.00","Bebidas analcohólicas elevado contenido de azúcar 18%, IVA 19% Venta"
264129,SO264301,2025-06-26 14:17:31,3986,34,25609.0,21520.0,4089.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-25 13:54:36,<p><br></p>,"HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x20.0, $1076.00",IVA 19% Venta
264132,SO264304,2025-06-26 14:17:25,20096,34,31221.0,23103.0,8118.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-25 14:06:48,<p>Frente al cliente juana de dios. </p>,"FRESS KOLITA 355 ML X 24 UND (SKU: BEBI001) x24.0, $863.04 | CARAMELO RICATO 400gr X 50 UN (SKU: GOLO006) x1.0, $2390.00","Bebidas analcohólicas elevado contenido de azúcar 18%, IVA 19% Venta"
264205,SO264377,2025-06-26 14:17:20,14119,34,63813.0,53624.0,10189.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-25 17:02:35,<p><br></p>,"FLIPS CHOCOLATE 220 GR X 24 UND (SKU: SNAC004) x6.0, $1789.00 | FLIPS DULCE DE LECHE 220 GR X 24 UND (SKU: SNAC005) x6.0, $1789.00 | CHOCOLATE JET 25 gr X 16 Unidades (SKU: CHOC045) x1.0, $8510.00 | CHUPETA SUPERCOCO BOMBONERA 48 UNIDADES (SKU: GOLO007) x1.0, $6161.00 | BOCADILLO TRICOLOR BOMBONERA 50 UNIDADES X 6 (SKU: GOLO016) x1.0, $17485.00",IVA 19% Venta
264211,SO264383,2025-06-26 14:17:14,19740,34,51218.0,43040.0,8178.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-25 17:09:40,<p><br></p>,"HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x40.0, $1076.00",IVA 19% Venta
264225,SO264397,2025-06-26 14:17:07,11970,34,51218.0,43040.0,8178.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-25 18:00:19,<p><br></p>,"HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x40.0, $1076.00",IVA 19% Venta
264231,SO264403,2025-06-26 14:17:01,21429,34,170786.0,130316.0,40470.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-25 18:21:35,<p><br></p>,"JUGO DURAZNO 330 ML X 24 DEL MONTE (SKU: BEBI043) x6.0, $635.00 | JUGO MANZANA 330 ML X 24 DEL MONTE (SKU: BEBI044) x6.0, $635.00 | JUGO PERA 330 ML X 24 DEL MONTE (SKU: BEBI045) x6.0, $635.00 | JUGO PIÑA 330 ML X 24 DEL MONTE (SKU: BEBI056) x6.0, $635.00 | TÉ FRIO DURAZNO DEL MONTE 460 ml X 24 (SKU: BEBI050) x6.0, $658.00 | HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x40.0, $1076.00 | MALTA REGIONAL BOTELLA 250 ML X 24 UND (SKU: BEBI021) x72.0, $791.00 | FRESS KOLITA 355 ML X 24 UND (SKU: BEBI001) x12.0, $928.00","Bebidas analcohólicas elevado contenido de azúcar 18%, IVA 19% Venta"
264233,SO264405,2025-06-26 14:16:54,21429,34,37765.0,27072.0,10693.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-25 18:22:38,<p>Boleta </p>,"CERVEZA ZULIA BOTELLA 250 ML X 24 UND (SKU: CERV001) x48.0, $564.00","Cervezas y bebidas alcohólicas Ventas 20,5%, IVA 19% Venta"
264282,SO264454,2025-06-26 14:16:43,20507,33,70307.0,53077.0,17230.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-25 20:57:59,<p>Recibe de 10 20 horas </p>,"FRESS KOLITA 355 ML X 24 UND (SKU: BEBI001) x24.0, $863.04 | MALTA REGIONAL BOTELLA 250 ML X 24 UND (SKU: BEBI021) x24.0, $791.00 | SALSA MAIZ FRITZ 145gr x 12 UNID (SKU: SALS045) x6.0, $1115.00 | SALSA TOCINETA FRITZ 145gr x 12 UNID (SKU: SALS047) x6.0, $1115.00","Bebidas analcohólicas elevado contenido de azúcar 18%, IVA 19% Venta"
264314,SO264486,2025-06-26 14:16:27,19787,47,32834.0,27592.0,5242.0,done,to invoice,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-26 14:13:32,<p><br></p>,"COCOSETTE MAXI 8 PACK (8 X 12 X 46gr) (SKU: GALL001) x8.0, $3449.00",IVA 19% Venta
263182,SO263354,2025-06-26 14:12:24,935,32,5535944.0,4652054.0,883890.0,done,invoiced,"[47, '14-RANCAGUA (CLP)']","[6, '27 DIAS CREDITO']",2025-06-18 13:46:47,"<p>26/06 - Retiro
Promo Harina + Café 
Percentil 8000kg harina / 1000kg Cafe 600grs 
Precios con descuento aplicado Harina 1kg $1.015 / café sello rojo 600grs $7.842
</p>","HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x2750.0, $852.94 | CAFE SELLO ROJO 600 gr X 10 UND (SKU: CAFE008) x350.0, $6589.91",IVA 19% Venta
264004,SO264176,2025-06-26 14:04:17,19889,33,56991.0,47174.0,9817.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-24 17:19:24,<p>Recibe hasta las 17 horas </p>,"BOCADILLO GUAYABA BOMBONERA 50 BIJAO UNIDADES X 6 (SKU: GOLO020) x1.0, $12195.00 | BUBBALOO CEREZA 47 UNIDADES (SKU: GOLO022) x1.0, $3295.00 | MALTA REGIONAL BOTELLA 250 ML X 24 UND (SKU: BEBI021) x6.0, $791.00 | FLIPS CHOCOLATE 120 GR X 14 UND (SKU: SNAC003) x14.0, $998.00 | GALLETA MARIA PUIG 1 PAQUETE X 168 GR ( 24 DISPLAY ) (SKU: GALL005) x4.0, $1644.00 | KETCHUP HEINZ 190 GR X 24 UNID (SKU: SALS042) x6.0, $1065.00","Bebidas analcohólicas elevado contenido de azúcar 18%, IVA 19% Venta"
264072,SO264244,2025-06-26 14:04:09,13900,33,78995.0,66382.0,12613.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[8, 'CONTADO CHEQUES']",2025-06-24 19:36:00,<p><br></p>,"FLIPS DULCE LECHE 120 GR X 14 UND (SKU: SNAC006) x28.0, $998.00 | FLIPS CHOCOLATE 220 GR X 24 UND (SKU: SNAC004) x12.0, $1789.00 | NUCITA TUBITO 35 gr x 12 (SKU: CHOC042) x1.0, $16970.00",IVA 19% Venta
264135,SO264307,2025-06-26 14:03:44,10376,33,63534.0,53390.0,10144.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-25 14:16:51,<p><br></p>,"HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x20.0, $1076.00 | HONY BRAN 28gr X 9 X 20 DISPLAY (SKU: GALL012) x0.0, $3602.00 | PAPAS HILO 200 gr X 50 (SKU: SNAC028) x10.0, $1213.00 | PIRULIN 155gr X 24 UND (SKU: CHOC014) x6.0, $3290.00",IVA 19% Venta
264136,SO264308,2025-06-26 14:03:28,13900,33,43990.0,36966.0,7024.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[8, 'CONTADO CHEQUES']",2025-06-25 14:22:47,<p><br></p>,"CHUPETA SUPERCOCO BOMBONERA 48 UNIDADES (SKU: GOLO007) x6.0, $6161.00",IVA 19% Venta
264142,SO264314,2025-06-26 14:03:21,13900,33,26161.0,21984.0,4177.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[8, 'CONTADO CHEQUES']",2025-06-25 14:44:06,<p><br></p>,"BON ICE FRESA 52 ml X 12 UNIDADES (SKU: BEBI041) x48.0, $229.00 | BON ICE MARACUYÁ 52 ml X 12 UNIDADES (SKU: BEBI042) x48.0, $229.00",IVA 19% Venta
264189,SO264361,2025-06-26 14:03:15,4103,33,46416.0,39005.0,7411.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-25 16:32:03,<p><br></p>,"HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x20.0, $1076.00 | BOCADILLO TRICOLOR BOMBONERA 50 UNIDADES X 6 (SKU: GOLO016) x1.0, $17485.00",IVA 19% Venta
264240,SO264412,2025-06-26 14:03:09,4467,10,110356.0,92736.0,17620.0,done,invoiced,"[35, '3-GENERAL (CLP)']","[13, '15 DIAS CREDITO']",2025-06-25 18:58:39,<p><br></p>,"SALSA QUESO FRITZ 200gr x 12 UND (SKU: SALS010) x24.0, $1932.00 | SALSA MAIZ FRITZ 200gr x 12 UND (SKU: SALS009) x24.0, $1932.00",IVA 19% Venta
264253,SO264425,2025-06-26 14:03:03,21139,49,572817.0,468374.0,104443.0,done,invoiced,"[35, '3-GENERAL (CLP)']","[13, '15 DIAS CREDITO']",2025-06-25 19:36:40,<p>DESPACHO A PARTIR DE LAS 9AM</p>,"MALTA REGIONAL BOTELLA 250 ML X 24 UND (SKU: BEBI021) x120.0, $715.35 | NUCITA TUBITO 35 gr x 12 (SKU: CHOC042) x4.0, $16162.00 | CHUPETA SUPERCOCO BOMBONERA 48 UNIDADES (SKU: GOLO007) x2.0, $6161.00 | HARINA CACHAPA LA CRIOLLA 500gr X 24 (SKU: HARI002) x120.0, $1251.00 | CARAMELO RICATO 400gr X 50 UN (SKU: GOLO006) x2.0, $2276.00 | CAFÉ GOLD 1RA SELECCIÓN 50 GR X 48 UNID (SKU: CAFE012) x48.0, $2070.95 | GALLETA MARIA PUIG 1 PAQUETE X 168 GR ( 24 DISPLAY ) (SKU: GALL005) x24.0, $1566.00 | YUCA CON SAL 70 gr X 20 UND (SKU: SNAC037) x5.0, $1253.00 | PLATANO CON SAL 85gr X 20 UND (SKU: SNAC009) x5.0, $1527.00","Bebidas analcohólicas elevado contenido de azúcar 18%, IVA 19% Venta"
264257,SO264429,2025-06-26 14:02:56,18498,33,37061.0,28272.0,8789.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-25 19:41:29,<p><br></p>,"MALTA REGIONAL BOTELLA 250 ML X 24 UND (SKU: BEBI021) x24.0, $791.00 | COCOSETTE MAXI 8 PACK (8 X 12 X 46gr) (SKU: GALL001) x2.0, $3449.00 | CARAMELO RICATO 400gr X 50 UN (SKU: GOLO006) x1.0, $2390.00","Bebidas analcohólicas elevado contenido de azúcar 18%, IVA 19% Venta"
264259,SO264431,2025-06-26 14:02:50,4524,33,116475.0,97878.0,18597.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-25 19:51:08,<p><br></p>,"PAPAS HILO 200 gr X 50 (SKU: SNAC028) x10.0, $1213.00 | CAFE SELLO ROJO 212 gr X 20 UND (SKU: CAFE009) x10.0, $3959.00 | DALVITO CHEDDAR 200 GR X 12 UND (SKU: UNTA003) x6.0, $3023.00 | SALSA MAIZ FRITZ 200gr x 12 UND (SKU: SALS009) x6.0, $2029.00 | DIABLITOS UNDERWOOD 115 GR X 12 UND (SKU: ENLA003) x6.0, $2641.00",IVA 19% Venta
264263,SO264435,2025-06-26 14:02:43,916,49,260583.0,216061.0,44522.0,done,invoiced,"[35, '3-GENERAL (CLP)']","[2, '5 DIAS CREDITO']",2025-06-25 20:00:20,<p>PROMO KATY </p>,"CERVEZA ZULIA LATA 295 X 24 UND (SKU: CERV002) x24.0, $540.00 | CHUPETA SUPERCOCO BOMBONERA 48 UNIDADES (SKU: GOLO007) x1.0, $6161.00 | GALLETA KATY VAINILLA 24 X 32 GR ( 6 DISPLAY ) (SKU: GALL004) x1.0, $11003.00 | GALLETA DELICIAS MARIA & CHOC 18 X 36 GR ( 6 DISPLAY ) (SKU: GALL003) x1.0, $11007.00 | GALLETA KATY VAINILLA 4 X 128 GR (SKU: GALL041) x1.0, $1.00 | GALLETA DELICIAS MARIA & CHOC 4 X 136 GR (SKU: GALL040) x1.0, $1.00 | HARINA LA CRIOLLA 1 KG X 20 UND (SKU: HARI004) x60.0, $1015.06 | BUBBALOO FRESA 47 UNIDADES (SKU: GOLO023) x1.0, $3138.00 | MALTA REGIONAL BOTELLA 250 ML X 24 UND (SKU: BEBI021) x6.0, $753.00 | DIABLITOS UNDERWOOD 115 GR X 12 UND (SKU: ENLA003) x24.0, $2515.00 | GALLETA MARIA PUIG 1 PAQUETE X 168 GR ( 24 DISPLAY ) (SKU: GALL005) x12.0, $1566.00 | GALLETA MARILU CHOCOLATE 1 PAQ X 216 GR ( 24 DISPLAY ) (SKU: GALL006) x12.0, $2268.00","Bebidas analcohólicas elevado contenido de azúcar 18%, Cervezas y bebidas alcohólicas Ventas 20,5%, IVA 19% Venta"
264267,SO264439,2025-06-26 14:02:33,3255,48,96508.0,80416.0,16092.0,done,invoiced,"[35, '3-GENERAL (CLP)']","[2, '5 DIAS CREDITO']",2025-06-25 20:06:04,<p>RETIRAR CHEQUE</p>,"HIERBITA MANZANILLA 12 X 20 BOLSITAS (CAJA) (SKU: TEHB014) x24.0, $741.60 | MALTA REGIONAL BOTELLA 250 ML X 24 UND (SKU: BEBI021) x6.0, $753.00 | GALLETA SODA PUIG 1 PAQ X 240 GR ( 24 DISPLAY ) (SKU: GALL009) x12.0, $1827.00 | PAPAS HILO 200 gr X 50 (SKU: SNAC028) x15.0, $1155.00 | SAL FINA LOBOS 1 KG X 10 UNID (SKU: DESP023) x20.0, $434.00 | PAPAS KRYZPO QUESO 130 GR X 14 UNID (SKU: SNAC023) x7.0, $1453.00","Bebidas analcohólicas elevado contenido de azúcar 18%, IVA 19% Venta"
264264,SO264436,2025-06-26 14:02:24,916,49,80582.0,67716.0,12866.0,done,invoiced,"[35, '3-GENERAL (CLP)']","[2, '5 DIAS CREDITO']",2025-06-25 20:01:18,<p><br></p>,"YUCA CON SAL 70 gr X 20 UND (SKU: SNAC037) x5.0, $1253.00 | PLATANO CON SAL 85gr X 20 UND (SKU: SNAC009) x5.0, $1527.00 | FLIPS CHOCOLATE 120 GR X 14 UND (SKU: SNAC003) x28.0, $950.00 | GALLETA MARILU VAINILLA 1PAQ X 216 GR ( 24 DISPLAY ) (SKU: GALL007) x12.0, $2268.00",IVA 19% Venta
264274,SO264446,2025-06-26 14:02:16,1986,19,1407294.0,1182600.0,224694.0,done,invoiced,"[35, '3-GENERAL (CLP)']","[6, '27 DIAS CREDITO']",2025-06-25 20:25:14,<p><br></p>,"COCOSETTE MAXI 8 PACK (8 X 12 X 46gr) (SKU: GALL001) x360.0, $3285.00",IVA 19% Venta
264278,SO264450,2025-06-26 14:02:10,10376,33,38320.0,32202.0,6118.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-25 20:43:24,<p><br></p>,"COCOSETTE MAXI 8 PACK (8 X 12 X 46gr) (SKU: GALL001) x6.0, $3449.00 | GALLETA SODA PUIG 1 PAQ X 240 GR ( 24 DISPLAY ) (SKU: GALL009) x6.0, $1918.00",IVA 19% Venta
264286,SO264458,2025-06-26 14:01:54,20724,48,91079.0,76537.0,14542.0,done,invoiced,"[35, '3-GENERAL (CLP)']","[1, 'CONTADO EFECTIVO']",2025-06-25 21:04:34,<p><br></p>,"PIRULIN SACHET 24 UNIDADES X 24 gr (SKU: CHOC015) x1.0, $10968.00 | DIABLITOS UNDERWOOD 115 GR X 12 UND (SKU: ENLA003) x12.0, $2515.00 | FLIPS CHOCOLATE 120 GR X 14 UND (SKU: SNAC003) x14.0, $950.00 | TÉ NEGRO PREMIUM 12 X 20 BOLSITAS (CAJA) (SKU: TEHB009) x12.0, $1053.55 | COCOSETTE MAXI 8 PACK (8 X 12 X 46gr) (SKU: GALL001) x1.0, $3285.00 | CHUPETA SUPERCOCO BOMBONERA 48 UNIDADES (SKU: GOLO007) x1.0, $6161.00",IVA 19% Venta
264311,SO264483,2025-06-26 14:00:24,14743,49,26194.0,22012.0,4182.0,done,invoiced,"[35, '3-GENERAL (CLP)']","[2, '5 DIAS CREDITO']",2025-06-26 13:51:32,<p>Promo katy</p>,"GALLETA KATY VAINILLA 24 X 32 GR ( 6 DISPLAY ) (SKU: GALL004) x1.0, $11003.00 | GALLETA KATY VAINILLA 4 X 128 GR (SKU: GALL041) x1.0, $1.00 | GALLETA DELICIAS MARIA & CHOC 18 X 36 GR ( 6 DISPLAY ) (SKU: GALL003) x1.0, $11007.00 | GALLETA DELICIAS MARIA & CHOC 4 X 136 GR (SKU: GALL040) x1.0, $1.00",IVA 19% Venta
262724,SO262896,2025-06-26 13:52:58,18092,47,1047279.0,880066.0,167213.0,done,invoiced,"[37, '5-FORANEO (CLP)']","[13, '15 DIAS CREDITO']",2025-06-16 15:20:18,<p>26-06-2025 CLIENTE RETIRA EN SANTIAGO.  PRECIO FINAL $4.028. PEDIDO 2/2 </p>,"CAFE SELLO ROJO 212 gr X 20 UND (SKU: CAFE009) x260.0, $3384.87",IVA 19% Venta
264242,SO264414,2025-06-26 13:31:57,4212,31,371226.0,311955.0,59271.0,done,invoiced,"[35, '3-GENERAL (CLP)']","[12, '19 DIAS CREDITO']",2025-06-25 19:02:42,<p><br></p>,"DIABLITOS UNDERWOOD 115 GR X 12 UND (SKU: ENLA003) x120.0, $2515.00 | CASABE LA CRIOLLA NATURAL 220 GR X 25 UND (SKU: SNAC002) x5.0, $2031.00",IVA 19% Venta
